-0.39462727, 0.39887255;-0.3935, 0.3985
0.2012041, 0.3007431;0.2011, 0.3017
-0.39694414, 0.20236838;-0.3977, 0.2015
-0.39847714, 0.20200984;-0.3991, 0.2011
-0.39973342, 0.20269193;-0.4002, 0.2017
0.0019331432, -0.007989073;7.0E-4, -0.0056
0.20329802, 0.29875845;0.2033, 0.2998
0.20347618, 0.3004624;0.2037, 0.3013
-0.2973688, -0.29962096;-0.2964, -0.3003
-0.24684535, 0.25003183;-0.2487, 0.2483
0.19453084, 0.30358022;0.1945, 0.3048
0.20429909, -0.20491405;0.2046, -0.2047
0.20019566, -0.20184262;0.2006, -0.2015
0.09903535, -0.30634838;0.0995, -0.3063
0.20026045, -0.20272425;0.2009, -0.2025
0.0043044817, -0.0031462663;0.0032, -0.0013
-0.40372056, 0.19919717;-0.4038, 0.1981
-0.298909, -0.29639095;-0.2981, -0.2973
0.20055126, -0.19565192;0.2016, -0.1964
-0.40247408, 0.19829075;-0.4027, 0.1969
0.100228444, -0.3036989;0.1008, -0.3038
0.20497088, -0.20577005;0.2051, -0.2054
-0.3998199, 0.19845515;-0.4005, 0.1969
0.20074536, -0.19560736;0.2017, -0.1964
-0.30076224, -0.29435048;-0.3004, -0.2951
-0.40094563, 0.19590904;-0.4012, 0.1948
0.20109454, -0.20187896;0.2016, -0.2017
-0.29937223, -0.29518586;-0.2987, -0.296
-0.39671743, 0.19941927;-0.3978, 0.1983
0.39812598, 0.10200325;0.3979, 0.1015
0.40062386, 0.102419965;0.4004, 0.1022
-0.005222906, 6.565522E-4;-0.0064, 0.0033
0.2020314, -0.1988172;0.2027, -0.1992
-0.39763084, 0.39965394;-0.3966, 0.3997
0.40143567, 0.10056173;0.4016, 0.0998
0.19780311, 0.304174;0.1982, 0.3051
-0.25472566, 0.24980104;-0.2553, 0.2482
-0.40101743, 0.39798176;-0.3992, 0.3984
0.40185738, 0.10079604;0.4018, 0.1001
0.40458348, 0.103843845;0.4046, 0.1036
-0.30079126, -0.29975918;-0.3003, -0.3006
0.19602837, 0.29010606;0.196, 0.2914
0.099820904, -0.30316046;0.1003, -0.3033
-0.2502851, 0.24695036;-0.2512, 0.2457
-0.40182042, 0.39810118;-0.3999, 0.3983
0.10022509, -0.30134073;0.1004, -0.3016
-0.39555523, 0.20621973;-0.3964, 0.2048
-0.10273811, -0.102214605;-0.1049, -0.1039
-0.099957876, -0.10013541;-0.102, -0.1016
0.19857162, -0.19832787;0.2, -0.1991
0.0025130627, -0.0017044615;0.0013, 1.0E-4
-0.30004394, -0.2995965;-0.2994, -0.3002
-0.0039987783, -0.004701476;-0.005, -0.0025
0.20054568, -0.20083041;0.2012, -0.2009
-0.3043377, -0.29932827;-0.3047, -0.3001
-0.2512758, 0.25516307;-0.2525, 0.2545
0.20255055, 0.3023424;0.2026, 0.3032
0.2012652, 0.30044323;0.2011, 0.3013
0.09956458, -0.29957187;0.0997, -0.2992
-0.25454473, 0.25042686;-0.2552, 0.2489
-0.24979025, 0.247515;-0.2508, 0.2463
-0.101918206, -0.094801545;-0.1035, -0.0962
-0.39535633, 0.19699827;-0.3966, 0.1957
-0.40745747, 0.400329;-0.4045, 0.4003
0.19476317, -0.19555148;0.1966, -0.1958
0.40115532, 0.09447347;0.4013, 0.0936
-0.39578155, 0.19930223;-0.3967, 0.1984
0.20348026, -0.20145418;0.2041, -0.2014
-6.751047E-4, 0.0013784935;-0.0018, 0.0035
-0.10033561, -0.100174055;-0.1024, -0.1017
-0.39808628, 0.40136924;-0.397, 0.4012
0.19898859, 0.30727944;0.1991, 0.3078
0.20277335, 0.30111682;0.2031, 0.3022
0.102902666, -0.30202195;0.1031, -0.3024
-0.29607478, -0.2993274;-0.2955, -0.3003
0.1966953, 0.29985374;0.1972, 0.3008
-0.25115213, 0.24470307;-0.2516, 0.2432
0.09974806, -0.3052006;0.1004, -0.3052
0.10446403, -0.302942;0.1052, -0.3036
-0.30022034, -0.2974031;-0.2996, -0.2985
-0.10104707, -0.09440407;-0.1031, -0.0962
-0.30655468, -0.2992142;-0.3071, -0.3003
0.20431566, 0.3008997;0.2042, 0.3018
0.19967955, 0.30273592;0.1998, 0.3035
-0.24603789, 0.25368947;-0.2479, 0.2521
-0.24884184, 0.25227964;-0.2499, 0.2509
-0.24883461, 0.24411508;-0.2498, 0.2427
-0.29901135, -0.29616913;-0.2981, -0.2972
-0.4045071, 0.19343753;-0.4038, 0.1928
-0.09615023, -0.101406045;-0.0982, -0.1029
0.20113525, -0.20017608;0.2018, -0.2003
0.20460738, 0.29851398;0.2044, 0.2995
-0.39932773, 0.40018228;-0.3984, 0.4001
0.39902085, 0.10494243;0.3988, 0.1047
0.20023036, -0.20303108;0.2009, -0.203
-0.2596051, 0.25438496;-0.2609, 0.2546
0.20772524, -0.20752658;0.2071, -0.2064
0.20995815, -0.19960995;0.2089, -0.1998
-0.09365457, -0.09436341;-0.0955, -0.0963
-0.2470409, 0.2476173;-0.2481, 0.2461
0.20188478, 0.30226886;0.202, 0.3033
-0.39656618, 0.39853245;-0.3958, 0.3988
0.20586725, 0.29482812;0.2056, 0.2959
-0.24648307, 0.24592078;-0.2478, 0.2442
-0.39676148, 0.39947537;-0.3959, 0.3995
0.39973056, 0.0969992;0.3996, 0.0961
-0.2959564, -0.29462567;-0.2955, -0.2954
-0.24898914, 0.24878716;-0.2502, 0.2472
0.101440035, -0.29994482;0.1018, -0.2997
-0.39847508, 0.19867238;-0.3993, 0.1973
-0.24760395, 0.24693272;-0.2489, 0.2453
-0.10358998, -0.09938017;-0.1055, -0.1013
-0.39874408, 0.40846705;-0.398, 0.4062
-0.09910621, -0.10131762;-0.1012, -0.1032
-0.40127978, 0.19949323;-0.4017, 0.1981
0.40195248, 0.104445204;0.4019, 0.1044
0.19759601, 0.29778755;0.1979, 0.2988
-0.098457485, -0.09851982;-0.1004, -0.1002
-0.3069973, -0.30005938;-0.3075, -0.3009
0.09939137, -0.2965407;0.0996, -0.2959
-0.3049091, -0.29958516;-0.3052, -0.3002
-0.005120206, 0.0052765897;-0.0064, 0.0082
-0.24484503, 0.24777214;-0.2465, 0.2458
0.39868012, 0.10265948;0.3982, 0.1021
-0.39831892, 0.19920926;-0.3992, 0.1981
0.4006144, 0.100786105;0.4003, 0.1002
0.104196794, -0.29857028;0.1046, -0.2983
-0.102950804, -0.10589031;-0.1047, -0.1079
-0.0029707032, -0.0031756214;-0.0039, -0.0014
0.0011749935, -0.0063720336;2.0E-4, -0.0039
-0.09996281, -0.099624775;-0.102, -0.1011
-0.4005062, 0.39902452;-0.3991, 0.3991
0.004262534, 7.8926916E-4;0.0031, 0.0029
0.0039565167, 0.0072458615;0.0028, 0.0097
-0.004635428, 8.380647E-4;-0.0057, 0.0033
0.20433162, -0.20124637;0.2048, -0.2011
0.40163523, 0.09643348;0.4016, 0.0955
0.19960405, -0.1989653;0.2005, -0.1994
-0.25098416, 0.25005144;-0.2517, 0.2485
-0.29614395, -0.2986254;-0.2955, -0.2995
-0.39624864, 0.396358;-0.3955, 0.3967
-9.9688674E-5, -7.3133135E-4;-0.0012, 0.0013
4.20381E-4, 0.0012626995;-0.001, 0.0033
0.20198996, 0.3004038;0.2021, 0.3012
-0.29775792, -0.3010296;-0.297, -0.3014
-0.3993521, 0.3983254;-0.3985, 0.3984
0.20437486, -0.19629535;0.2051, -0.1969
0.40033853, 0.09991424;0.3997, 0.0994
-0.3023581, -0.30036464;-0.302, -0.3011
0.3969998, 0.09879922;0.397, 0.0984
0.40190798, 0.098621495;0.4021, 0.0975
-0.29994825, -0.2971847;-0.2994, -0.2984
0.10105051, -0.29803374;0.1012, -0.2977
0.19825752, -0.20202874;0.199, -0.202
-0.2433677, 0.24775855;-0.2444, 0.2458
0.20012248, -0.20637064;0.2002, -0.2063
-0.0036072386, -0.008167446;-0.0048, -0.0058
-0.29446983, -0.30061367;-0.2941, -0.3009
-0.0015245307, -0.002515891;-0.0022, -6.0E-4
-0.4033033, 0.1924896;-0.4031, 0.192
0.20261489, 0.3000564;0.2028, 0.3009
0.006454209, 0.004874668;0.0053, 0.0075
0.19654793, 0.30011454;0.1972, 0.301
0.40338746, 0.10359475;0.4033, 0.1034
0.2027875, 0.2974895;0.2029, 0.2987
-0.39874947, 0.19703339;-0.3996, 0.1957
-0.00645975, 1.1671033E-4;-0.0079, 0.0024
0.20108962, -0.19812182;0.2022, -0.1987
0.20004389, -0.20301285;0.2007, -0.203
-0.252459, 0.25072885;-0.2529, 0.2491
-0.1018814, -0.09585647;-0.1037, -0.097
-0.40015557, 0.20070235;-0.4008, 0.1995
-0.24442945, 0.2453878;-0.2457, 0.2433
-0.40411848, 0.19776551;-0.4039, 0.1966
-0.24803413, 0.25228906;-0.2494, 0.251
0.10564192, -0.30502483;0.1065, -0.3056
0.40355062, 0.099125884;0.4039, 0.0985
-0.39769545, 0.19458364;-0.399, 0.1936
-0.25155798, 0.25045973;-0.2521, 0.2486
-0.1006493, -0.10693115;-0.103, -0.1092
0.2059892, 0.29975057;0.2064, 0.301
-0.29924852, -0.30266303;-0.2987, -0.3027
0.0028957564, -0.0017253441;0.0016, 1.0E-4
0.20590246, -0.20020013;0.2061, -0.2002
-6.5180246E-4, 0.0021717905;-0.0017, 0.0041
-0.39841518, 0.39737576;-0.3975, 0.3975
0.39814505, 0.09850832;0.3981, 0.0981
-0.29990512, -0.29877934;-0.2991, -0.2994
-0.39182866, 0.20058453;-0.3926, 0.1996
0.19787279, 0.3014964;0.1981, 0.3023
0.2013194, 0.29388094;0.2014, 0.2952
0.1027083, -0.30056444;0.103, -0.3005
0.20421594, -0.19914968;0.2045, -0.1992
-0.39940444, 0.19569248;-0.4003, 0.1944
-0.097182766, -0.10024018;-0.099, -0.1019
-0.24734342, 0.24767998;-0.2485, 0.2461
0.19829282, 0.2958448;0.1986, 0.2973
0.3935197, 0.100031175;0.3933, 0.0993
0.20145003, 0.29764557;0.2012, 0.2989
-0.30678573, -0.29885423;-0.3074, -0.2997
-0.1085697, -0.10100281;-0.1107, -0.1029
0.3938711, 0.09834543;0.3936, 0.0976
0.10098639, -0.30046389;0.1012, -0.3005
-0.40284237, 0.19953446;-0.4031, 0.1984
-0.3965675, 0.4031084;-0.3958, 0.4021
-0.30172855, -0.30052128;-0.3011, -0.3012
-0.40192997, 0.19499509;-0.4019, 0.1939
-0.24761885, 0.25008938;-0.2491, 0.2482
-0.25080925, 0.24912682;-0.2514, 0.2475
-0.10062052, -0.098896585;-0.1025, -0.1006
-0.400589, 0.19987695;-0.4011, 0.1986
-0.10584695, -0.09788663;-0.1078, -0.0996
-0.40277657, 0.20254575;-0.4031, 0.2013
-0.3974106, 0.40127212;-0.3966, 0.4012
0.09580631, -0.29807788;0.0956, -0.2977
0.19092403, 0.2953645;0.192, 0.2963
0.2024395, 0.29566503;0.2026, 0.297
0.19821714, 0.2984928;0.1984, 0.2993
0.0033871215, 0.0031881628;0.0026, 0.0052
-0.24587122, 0.25406256;-0.2478, 0.2529
-0.003030557, -0.0022479193;-0.0041, -3.0E-4
0.20058599, 0.30421686;0.2007, 0.3048
-0.0018090189, 0.006109164;-0.0029, 0.0092
-0.006145601, 8.6391874E-4;-0.0073, 0.0035
-0.10035526, -0.09886611;-0.1023, -0.1005
-0.39891395, 0.40248454;-0.3976, 0.402
0.20338897, 0.2997826;0.2035, 0.3005
0.40484262, 0.09957612;0.4049, 0.099
-0.25210923, 0.2487052;-0.2526, 0.2469
0.3955385, 0.09632049;0.3952, 0.0955
-0.40487573, 0.1978893;-0.4048, 0.1968
0.0039282204, 0.0012783379;0.0028, 0.0036
0.10016304, -0.2978996;0.1002, -0.2973
0.2011402, 0.29921976;0.2009, 0.2999
0.20066798, 0.30826887;0.2008, 0.3093
0.10006559, -0.30186415;0.1002, -0.302
0.3974676, 0.099310026;0.3974, 0.0988
0.19613841, -0.19543512;0.1977, -0.1962
0.20132194, -0.19991362;0.202, -0.2001
-0.100843795, -0.10964253;-0.1026, -0.112
-0.40240246, 0.20286503;-0.4026, 0.2018
0.19463435, -0.1923677;0.1961, -0.1927
0.101530984, -0.29923245;0.1018, -0.2993
-0.24648422, 0.24338889;-0.2474, 0.2415
0.0019400707, -0.00514706;9.0E-4, -0.003
-0.3967375, 0.19744572;-0.3982, 0.1961
-0.39827803, 0.19383249;-0.3995, 0.1929
-0.096433684, -0.10386938;-0.0984, -0.1059
0.20237254, -0.20082702;0.2028, -0.2009
-0.24909826, 0.2508865;-0.2502, 0.2493
-0.24806099, 0.25432694;-0.2495, 0.2529
0.10531103, -0.3020758;0.1058, -0.3025
-0.29658568, -0.30019057;-0.2958, -0.3006
0.100547746, -0.3019074;0.1006, -0.3021
0.39927965, 0.0975437;0.3991, 0.0968
-0.3982661, 0.40177992;-0.397, 0.4015
0.19535819, 0.30241072;0.1955, 0.3035
-0.29475552, -0.29798964;-0.2942, -0.2991
0.10009622, -0.30622622;0.1007, -0.3062
0.203314, -0.20170921;0.2039, -0.2014
-0.39854744, 0.1980207;-0.3995, 0.1968
-0.40174282, 0.20385589;-0.4021, 0.2026
0.09650201, -0.2986789;0.0963, -0.2984
-0.4012551, 0.3969041;-0.3995, 0.3974
-0.098273985, -0.0967476;-0.1003, -0.0983
0.19806795, -0.19838683;0.1996, -0.1993
-0.30382368, -0.29679757;-0.3037, -0.2975
-0.4023423, 0.20545942;-0.4028, 0.2041
-0.25508195, 0.24907516;-0.2555, 0.2475
-0.39451268, 0.3930348;-0.3937, 0.3936
-0.30281058, -0.3022632;-0.3028, -0.3028
0.19788769, -0.20256355;0.1984, -0.2028
0.19936398, -0.2018522;0.2001, -0.2016
-0.2549329, 0.2535383;-0.2564, 0.2528
-0.29847777, -0.2993366;-0.2979, -0.2999
-0.09554662, -0.10482391;-0.0975, -0.1067
-0.2984378, -0.3017306;-0.2977, -0.3017
0.1986897, -0.19747224;0.1999, -0.1984
-0.104753345, -0.10469711;-0.1068, -0.1068
0.40566376, 0.101726465;0.4056, 0.101
-0.2523329, 0.24409956;-0.253, 0.2425
-0.0056204256, 0.0056765354;-0.0069, 0.0083
0.10162321, -0.29566598;0.102, -0.2947
0.19193387, 0.2996896;0.1924, 0.3011
0.099548556, -0.30265263;0.0999, -0.3027
-0.2528714, 0.24722083;-0.2534, 0.2456
-0.40026075, 0.40310428;-0.3991, 0.4023
0.39933118, 0.09546279;0.3993, 0.0949
-0.25439185, 0.25590602;-0.2559, 0.2556
-0.3039601, -0.30412635;-0.3046, -0.3045
0.2005673, 0.2997609;0.2003, 0.3004
-0.3933012, 0.4034537;-0.3929, 0.4023
0.40159777, 0.09579157;0.4016, 0.0949
0.40442774, 0.10086675;0.4047, 0.1
-0.30225822, -0.30492574;-0.3026, -0.3052
-0.29494458, -0.29428706;-0.2948, -0.2955
0.19854394, -0.20001514;0.1999, -0.2004
0.19793752, -0.19643754;0.1995, -0.1972
-0.4008177, 0.20310782;-0.4012, 0.202
-0.25090396, 0.25442076;-0.2518, 0.2535
0.097405, -0.30307707;0.097, -0.3027
-0.24489903, 0.25000492;-0.2467, 0.2484
-0.24753994, 0.25484708;-0.2492, 0.2535
-1.66007E-4, -0.0037945968;-0.0012, -0.0018
0.204239, -0.20458923;0.2046, -0.2045
-0.104940005, -0.10301752;-0.107, -0.1051
0.4034196, 0.10384907;0.4035, 0.1036
-4.1258615E-4, 0.0030328936;-0.0017, 0.0053
0.002767466, 0.0060478523;0.0018, 0.0089
0.3972461, 0.096432775;0.3971, 0.0958
-0.10274685, -0.10573543;-0.1044, -0.1076
0.19997264, -0.20169409;0.2005, -0.2015
-0.39472106, 0.4022622;-0.3942, 0.4016
0.201677, 0.2989589;0.2017, 0.2997
-0.001241554, -0.0023935344;-0.002, -5.0E-4
-0.30182552, -0.30054545;-0.3014, -0.301
-0.29625592, -0.29951233;-0.2957, -0.3004
0.102053225, -0.30201495;0.1024, -0.3023
0.19536299, -0.20520815;0.1964, -0.2052
0.19727817, 0.30364487;0.1973, 0.3045
-0.24745661, 0.2531846;-0.2493, 0.2515
0.19994788, -0.20138575;0.2005, -0.2014
0.20087256, 0.30153567;0.2008, 0.3026
0.1967428, -0.19213751;0.1981, -0.1923
-0.10099677, -0.09545799;-0.1029, -0.0966
-0.40640634, 0.19867052;-0.4065, 0.1981
-0.25193167, 0.24925262;-0.2524, 0.2477
-0.40089014, 0.19436245;-0.4011, 0.1933
0.3965699, 0.09893722;0.3965, 0.0984
0.19593649, -0.20043997;0.1977, -0.2014
0.20184617, 0.29736683;0.2019, 0.2986
0.20466268, -0.20337653;0.205, -0.2031
-0.097858794, -0.09001551;-0.1001, -0.0916
-0.3061506, -0.2980907;-0.3066, -0.2988
-0.40202653, 0.20075989;-0.4023, 0.1994
-0.24961089, 0.24491076;-0.2507, 0.2433
2.7762863E-4, 0.0031705557;-0.001, 0.0052
0.19719283, 0.29762545;0.1977, 0.2986
0.10065831, -0.304478;0.1013, -0.3045
-0.24386048, 0.24994364;-0.2452, 0.2483
-0.29965016, -0.30298048;-0.2993, -0.3031
-0.24580391, 0.2436945;-0.247, 0.2418
0.40493533, 0.10025064;0.4051, 0.0995
0.100335814, -0.29929143;0.1005, -0.299
-0.10029283, -0.09950866;-0.1025, -0.101
-0.39774773, 0.19657497;-0.3989, 0.1952
0.20243388, -0.1981891;0.2032, -0.1986
0.4023098, 0.1011706;0.4023, 0.1007
0.20165099, -0.19759311;0.2025, -0.1983
0.20360062, 0.29724357;0.2035, 0.2984
0.20215765, -0.19634262;0.203, -0.1971
0.09960932, -0.29985166;0.0998, -0.2997
-0.0029432192, 0.003000262;-0.0043, 0.0056
0.10187746, -0.3027988;0.102, -0.3031
0.2001724, 0.30098522;0.2002, 0.3019
0.20136365, 0.30233812;0.2015, 0.3035
0.10292888, -0.30356833;0.1033, -0.304
-0.30411673, -0.30185217;-0.3045, -0.3025
7.7291275E-4, -9.4722095E-4;-1.0E-4, 9.0E-4
0.09679805, -0.30183557;0.0967, -0.3019
0.20282815, 0.30410004;0.2028, 0.3051
-0.0059639, 0.002571986;-0.0071, 0.0053
-0.3979864, 0.19620308;-0.3991, 0.1949
-0.40435287, 0.19917989;-0.4046, 0.1982
0.0032896874, -0.0023706434;0.0019, -5.0E-4
0.20549873, -0.20459214;0.2056, -0.2043
0.40227613, 0.09996799;0.4023, 0.0991
-0.24859518, 0.24864016;-0.2499, 0.2471
-0.40134162, 0.20162687;-0.4017, 0.2005
-0.102459416, -0.102269866;-0.1044, -0.1042
-0.39801443, 0.39629588;-0.397, 0.3967
-0.0037170562, 5.795511E-4;-0.0046, 0.0027
0.20427375, 0.30262843;0.2044, 0.3033
-0.102040306, -0.09875145;-0.104, -0.1005
0.3989751, 0.10353521;0.3987, 0.1031
-0.39724565, 0.3936626;-0.3964, 0.3939
-0.30312172, -0.29519597;-0.3034, -0.296
0.0018077843, 0.0061588525;4.0E-4, 0.0091
0.39765042, 0.09166008;0.3973, 0.0904
0.10201328, -0.29790232;0.1023, -0.2974
0.20616187, 0.29918945;0.2065, 0.3004
0.4023643, 0.09931833;0.4025, 0.0986
-0.09638679, -0.099812575;-0.0982, -0.1016
0.19437061, 0.30160174;0.1949, 0.3027
0.1035228, -0.29637328;0.1038, -0.2953
-0.4053139, 0.19498765;-0.4047, 0.1942
-0.4025101, 0.3972957;-0.4002, 0.3977
0.19768615, 0.29816896;0.198, 0.2991
-0.39358133, 0.39817557;-0.3927, 0.3979
-0.40238497, 0.40050992;-0.4004, 0.4002
-0.303212, -0.3018048;-0.3034, -0.3025
-0.09863884, -0.101015955;-0.1002, -0.1027
-0.40365553, 0.39732254;-0.4012, 0.398
-0.4023571, 0.39624092;-0.4002, 0.3967
0.19845098, 0.29657102;0.1986, 0.298
0.20337754, 0.2982514;0.2034, 0.2993
0.20213182, -0.1944493;0.2031, -0.1949
-0.104592696, -0.10337097;-0.1069, -0.1054
0.20632893, -0.19887239;0.2064, -0.1992
4.418657E-4, -0.0048683146;-4.0E-4, -0.0029
0.39786878, 0.09524322;0.3979, 0.0947
0.19466768, -0.19432555;0.1964, -0.1946
0.10082346, -0.30042556;0.101, -0.3005
-0.09748243, -0.10012278;-0.0991, -0.102
-0.0011221046, -0.00202932;-0.002, -5.0E-4
1.7011045E-4, 0.0014214495;-0.001, 0.0034
-0.101086326, -0.09933698;-0.103, -0.1011
-0.40239736, 0.19984144;-0.4027, 0.1984
0.10220598, -0.2987306;0.1025, -0.2986
0.19660422, 0.30015787;0.1972, 0.301
-0.29575446, -0.3042347;-0.2954, -0.3038
-0.3996948, 0.40078217;-0.3985, 0.4004
-0.2998476, -0.29922277;-0.2992, -0.2998
-0.3992208, 0.20448403;-0.3996, 0.2032
-0.10934055, -0.10007427;-0.1113, -0.1016
-0.2468297, 0.24728465;-0.248, 0.2458
0.1971705, 0.29657096;0.1978, 0.2979
-1.6455438E-4, 0.003313134;-0.0015, 0.0057
-0.39798066, 0.40176085;-0.3969, 0.4015
0.40481076, 0.09984412;0.4049, 0.099
0.20122555, 0.3017718;0.2012, 0.3028
0.20384556, 0.2994061;0.2036, 0.3001
0.003095026, 0.002617978;0.0023, 0.0046
-0.101947665, -0.09933332;-0.104, -0.1011
-0.24715768, 0.24581586;-0.2485, 0.2439
0.19667372, 0.30243462;0.1969, 0.3035
1.2261352E-4, 0.0013068885;-0.001, 0.0033
-0.40239927, 0.19715457;-0.4022, 0.1959
0.20430107, 0.30360425;0.2044, 0.3044
-0.39987507, 0.3969415;-0.3985, 0.3974
0.19880746, 0.303774;0.199, 0.3048
0.19917731, -0.19784498;0.2001, -0.1989
-0.2534508, 0.2534161;-0.2544, 0.2529
0.40081644, 0.10203111;0.4006, 0.1018
0.09811803, -0.2985799;0.0981, -0.2985
0.39642048, 0.10463797;0.396, 0.1044
0.19987518, 0.29804093;0.1997, 0.299
-0.2503317, 0.25286302;-0.251, 0.2514
0.3974339, 0.10633763;0.3972, 0.1063
-0.29370445, -0.30568513;-0.2933, -0.3049
-0.2949807, -0.2946723;-0.2949, -0.2956
0.008283788, 0.0045939116;0.0067, 0.0069
-0.25088558, 0.25309777;-0.2517, 0.252
-0.29479358, -0.2933636;-0.2949, -0.294
-0.09723261, -0.10633638;-0.0992, -0.1085
-0.29772267, -0.29750553;-0.2969, -0.2987
-0.25065604, 0.24924803;-0.2513, 0.2476
-0.40224716, 0.20317532;-0.4025, 0.202
0.20294195, 0.30626008;0.203, 0.3069
0.19982152, -0.1966431;0.2009, -0.1973
-0.10083482, -0.098488726;-0.1026, -0.1002
-0.10424792, -0.098715216;-0.1062, -0.1005
-0.40147787, 0.20622745;-0.402, 0.2047
0.098841846, -0.29999572;0.0986, -0.2998
0.19476883, 0.29995316;0.1956, 0.3009
0.19851223, -0.19991717;0.1998, -0.2003
-0.39457223, 0.40024358;-0.3939, 0.4001
-0.29188278, -0.30235848;-0.2919, -0.3021
-0.4049844, 0.19490881;-0.4043, 0.194
0.39686075, 0.10096263;0.3966, 0.1004
-0.39663354, 0.3977289;-0.3958, 0.3982
0.19748767, -0.19648458;0.199, -0.1971
-0.0012070687, -0.0046466026;-0.002, -0.0023
-0.24652684, 0.25501984;-0.2485, 0.2536
0.001376427, -0.0018537454;4.0E-4, -2.0E-4
0.40018478, 0.09963985;0.3996, 0.0991
-0.0031389582, 4.2339007E-4;-0.0039, 0.0028
0.20181179, 0.29853615;0.2017, 0.2995
-0.40631256, 0.40110117;-0.4037, 0.4008
0.19560401, 0.30195388;0.1959, 0.3028
-0.101646125, -0.09534201;-0.1033, -0.0965
0.20153803, 0.30346435;0.2013, 0.3045
-0.29755074, -0.2981596;-0.2968, -0.299
-0.104778096, -0.10122514;-0.1068, -0.1029
-0.29768243, -0.29961172;-0.2966, -0.3002
-0.39565894, 0.4044252;-0.3951, 0.403
0.20233545, 0.2975867;0.2023, 0.2988
-0.39930815, 0.40096274;-0.398, 0.4006
-7.1718416E-4, -0.004111674;-0.0016, -0.0018
-0.09740671, -0.099985704;-0.0991, -0.1018
0.19888304, -0.20153342;0.1998, -0.2016
-0.29937613, -0.2966779;-0.2986, -0.2981
-0.25206077, 0.24566816;-0.2525, 0.2441
0.19670096, 0.30445522;0.1968, 0.3052
-0.4017175, 0.40156904;-0.3999, 0.4013
0.20195484, 0.3041145;0.2018, 0.3049
-0.39950094, 0.20293282;-0.4, 0.2019
-0.10461561, -0.098437645;-0.1065, -0.1001
0.2004233, -0.20231968;0.2009, -0.2019
0.10019753, -0.30737603;0.1008, -0.3077
0.0035889586, 0.0024641885;0.0026, 0.0046
-0.30049443, -0.30483675;-0.3004, -0.3047
-0.2508723, 0.25123754;-0.2514, 0.2496
0.2026757, -0.20121723;0.2032, -0.201
0.19961524, 0.2999342;0.1996, 0.3004
-0.39593244, 0.39756745;-0.3949, 0.3979
0.19457503, 0.297342;0.1953, 0.2985
-0.09695905, -0.100809425;-0.0989, -0.1026
-0.3987054, 0.39964724;-0.3976, 0.3999
-0.24362865, 0.25400758;-0.2452, 0.2523
-0.4040858, 0.20139015;-0.4044, 0.2001
-0.29708457, -0.30184793;-0.2962, -0.302
-0.25000226, 0.25056168;-0.2509, 0.2489
0.39410067, 0.10562285;0.394, 0.1056
-0.29689348, -0.29774874;-0.2962, -0.2987
0.2024388, 0.29638168;0.2026, 0.2975
0.20084795, -0.20002167;0.2017, -0.2003
0.39619896, 0.09964961;0.3962, 0.0991
-0.10014156, -0.10228347;-0.1024, -0.1042
0.10289728, -0.30577973;0.1035, -0.3059
-0.0037935518, 0.005488914;-0.0052, 0.0083
0.20011137, 0.30022728;0.2, 0.3008
-0.2529038, 0.2537183;-0.254, 0.2532
0.40227276, 0.1047091;0.4019, 0.1045
-8.546785E-4, 0.0061740954;-0.0019, 0.0093
-0.30328414, -0.3018601;-0.3035, -0.3025
-0.39944097, 0.19575581;-0.4003, 0.1944
0.098619595, -0.30129853;0.0987, -0.3013
-0.10064686, -0.102590665;-0.1026, -0.1045
-0.40117946, 0.39869067;-0.3994, 0.3989
0.40011737, 0.09710954;0.4002, 0.0961
-0.25171238, 0.25029954;-0.2522, 0.2486
-0.2999806, -0.29920632;-0.2994, -0.2999
-0.0031058923, -0.0031822454;-0.004, -0.0014
0.09983129, -0.30468434;0.1005, -0.3048
0.1987176, -0.20239606;0.1993, -0.2023
0.3951539, 0.10051207;0.3947, 0.1002
0.40424407, 0.09391654;0.4037, 0.0933
0.20591685, 0.3027408;0.2061, 0.3037
-0.40044475, 0.4008364;-0.3991, 0.4004
0.19672742, 0.3001721;0.1974, 0.301
-0.3978989, 0.20208514;-0.3985, 0.2011
0.39958093, 0.106908165;0.3993, 0.1066
-0.30482563, -0.29790312;-0.3051, -0.299
0.1995187, 0.29737276;0.1994, 0.2985
-0.09857484, -0.10112896;-0.1002, -0.1028
0.40585238, 0.09845147;0.4054, 0.0979
0.19873607, 0.30287284;0.199, 0.3039
-0.4039135, 0.39874244;-0.4014, 0.399
-0.29970002, -0.3046394;-0.2995, -0.3046
-0.24536297, 0.25033045;-0.247, 0.2486
-0.40227404, 0.39850408;-0.4002, 0.3989
0.20004526, -0.20329712;0.2007, -0.2032
-0.24788776, 0.24879;-0.2492, 0.2474
-0.40067405, 0.1984578;-0.4014, 0.197
-0.25021267, 0.24814264;-0.2509, 0.2464
0.10150017, -0.30208084;0.1018, -0.3025
-0.29860878, -0.3006068;-0.2977, -0.301
0.40088406, 0.09839848;0.4008, 0.0974
-0.402845, 0.19089761;-0.4024, 0.1908
-0.39855933, 0.20183228;-0.3992, 0.201
-0.40144154, 0.20335571;-0.4017, 0.2022
0.10134004, -0.30042654;0.1016, -0.3003
-0.398545, 0.39499563;-0.3974, 0.3955
0.39333734, 0.10173408;0.3932, 0.1012
-0.25412574, 0.2549478;-0.2556, 0.2548
