0.19821587, 0.29940185;0.1985, 0.3003
-0.40490627, 0.4046519;-0.4028, 0.4038
-0.39903328, 0.19771396;-0.3999, 0.1963
-0.29774308, -0.29800382;-0.297, -0.299
0.20586158, -0.20096852;0.2058, -0.2008
0.09990294, -0.30026156;0.1, -0.3002
-0.29685506, -0.2977404;-0.2961, -0.2987
0.4021829, 0.097541586;0.4021, 0.0966
0.19821815, -0.1923078;0.1992, -0.1927
0.10317502, -0.30051205;0.1034, -0.3004
0.20560503, 0.30381784;0.206, 0.3048
-0.30324215, -0.29419577;-0.3034, -0.2952
0.0047036777, 0.006419652;0.0036, 0.009
-0.24550225, 0.25439924;-0.2473, 0.253
0.4003419, 0.0996956;0.3998, 0.0992
9.394833E-4, 3.268819E-4;-1.0E-4, 0.0024
0.40109524, 0.099308096;0.4012, 0.0986
-0.2502433, 0.24360599;-0.2511, 0.2425
-0.0017928806, 0.0018042997;-0.0027, 0.0039
-0.3981755, 0.20230737;-0.3987, 0.2014
0.09488563, -0.30239692;0.0947, -0.302
1.0530025E-4, -0.0048222463;-7.0E-4, -0.0028
0.0011714824, 0.00713559;-4.0E-4, 0.01
-0.25097948, 0.24556726;-0.2514, 0.2439
-0.39371744, 0.4006781;-0.393, 0.4004
-0.0019102249, 4.93744E-4;-0.0027, 0.0025
-0.39665946, 0.39211667;-0.3956, 0.3925
0.19947526, -0.19976492;0.2003, -0.2001
0.39730206, 0.09826375;0.3973, 0.0976
-0.24459207, 0.24672964;-0.2463, 0.2449
-0.102066934, -0.09504804;-0.1036, -0.0964
0.39836702, 0.09465215;0.3985, 0.0942
0.3955812, 0.10601615;0.3947, 0.1059
-0.39743993, 0.40557072;-0.3968, 0.404
0.09937495, -0.30185303;0.0996, -0.3019
0.20044042, -0.19902776;0.2012, -0.1995
-0.24847677, 0.24952692;-0.2495, 0.248
-0.101755366, -0.10251432;-0.1038, -0.1045
0.09989212, -0.29836112;0.0998, -0.2981
0.39900002, 0.102319926;0.3984, 0.1018
0.20142056, 0.30169743;0.2016, 0.3028
-0.25287417, 0.2576682;-0.2544, 0.257
-0.39761287, 0.19354668;-0.3988, 0.1926
-0.40441245, 0.20313007;-0.4048, 0.2021
0.2037553, -0.200479;0.2041, -0.2004
-0.40324607, 0.20071511;-0.4037, 0.1994
-0.30129656, -0.30016017;-0.3008, -0.301
0.1987121, -0.19984972;0.2, -0.2003
0.09476469, -0.30156416;0.0945, -0.3014
-0.3022765, -0.29721072;-0.3024, -0.298
0.3991951, 0.10144556;0.3988, 0.1007
0.3997195, 0.10357342;0.3996, 0.1035
-0.3961661, 0.20329233;-0.397, 0.2021
-0.40183398, 0.4001055;-0.4, 0.3999
9.923251E-4, 0.003237443;-3.0E-4, 0.0054
0.20088038, 0.30052537;0.2007, 0.3014
0.20054638, -0.20206507;0.201, -0.2017
-0.30175525, -0.2948744;-0.3016, -0.2956
0.09428675, -0.30357873;0.0944, -0.3031
-0.24706008, 0.25420195;-0.249, 0.253
0.39828974, 0.10103449;0.3981, 0.1005
-0.24903613, 0.2543473;-0.25, 0.253
-0.09533575, -0.099124104;-0.0975, -0.1006
-0.24870548, 0.24824238;-0.25, 0.2467
0.19340125, -0.19527137;0.1953, -0.1958
-0.3990867, 0.39990538;-0.3981, 0.3999
-0.10264824, -0.105678774;-0.1044, -0.1076
0.20392768, -0.20153324;0.2043, -0.2014
0.10171762, -0.29522103;0.1021, -0.2945
0.4038672, 0.102267325;0.4041, 0.1018
-0.39870843, 0.19904944;-0.3995, 0.198
0.19997168, 0.3035405;0.2, 0.3044
-0.39545447, 0.39687258;-0.3942, 0.3972
0.19771315, -0.20075369;0.199, -0.2013
0.09975137, -0.2953785;0.0999, -0.2944
0.20287621, -0.19617572;0.2034, -0.1969
0.10174612, -0.29649973;0.102, -0.2956
-0.24876991, 0.24705428;-0.25, 0.2456
-0.098894835, -0.09632714;-0.1012, -0.0976
0.20100518, -0.2031973;0.2014, -0.203
-0.2514018, 0.2494479;-0.2519, 0.2481
-0.39704657, 0.19990443;-0.3983, 0.1991
-0.39932588, 0.4003705;-0.3983, 0.4002
0.2009829, -0.2084638;0.2009, -0.2083
0.394059, 0.09949123;0.3936, 0.0989
-0.24641772, 0.24783926;-0.2477, 0.2461
-0.40043718, 0.19510303;-0.4008, 0.1941
-0.4011056, 0.1996753;-0.4015, 0.1983
0.19669579, -0.20050904;0.1981, -0.2014
0.39493218, 0.09869389;0.3944, 0.098
-0.39868936, 0.39749756;-0.3978, 0.3976
0.39761963, 0.10239235;0.3972, 0.102
-0.4032142, 0.20371003;-0.4037, 0.2025
0.20251518, 0.29925472;0.2028, 0.3
0.40517035, 0.0933421;0.4046, 0.0926
0.4009449, 0.10013653;0.4007, 0.0994
0.2097372, 0.2974322;0.2102, 0.2991
-0.104330145, -0.101926506;-0.1064, -0.1038
-0.25081784, 0.24420989;-0.2514, 0.243
0.09692318, -0.303439;0.0967, -0.3029
-0.25568432, 0.24952406;-0.2564, 0.248
0.20589499, -0.20642526;0.2058, -0.2058
0.20114276, 0.29562438;0.2012, 0.297
-0.0017041734, -3.7134608E-4;-0.0025, 0.0017
-0.3044269, -0.2982413;-0.3046, -0.2991
0.20056, 0.3049723;0.2006, 0.3056
-0.09814078, -0.098919265;-0.1002, -0.1004
-0.40460616, 0.3964807;-0.4021, 0.3967
-0.24701269, 0.25031942;-0.2488, 0.2486
0.0012243963, -0.0013137659;2.0E-4, 4.0E-4
-0.40161625, 0.40268043;-0.3997, 0.4018
0.40104246, 0.10064009;0.4007, 0.1001
-0.39745426, 0.19692788;-0.3988, 0.1955
0.4000083, 0.09767052;0.3999, 0.0967
-0.25042745, 0.2464727;-0.2512, 0.2448
0.40183306, 0.09889324;0.402, 0.0979
-0.30569503, -0.30120003;-0.3061, -0.3021
-0.2507438, 0.2515254;-0.2514, 0.2499
-0.24696434, 0.24881504;-0.2485, 0.2473
-0.40302822, 0.3958949;-0.4009, 0.3962
-1.3801076E-4, -0.006777493;-8.0E-4, -0.0044
0.3985311, 0.10191869;0.3982, 0.1012
-6.153192E-4, 0.0032492257;-0.0019, 0.0056
0.0024082453, -0.0015874561;0.0011, 2.0E-4
0.4018569, 0.09918363;0.402, 0.0985
-0.4009215, 0.20000537;-0.4014, 0.1987
0.10111496, -0.29620585;0.1014, -0.2953
0.20398173, -0.19240882;0.205, -0.1926
-0.2970979, -0.2981502;-0.2964, -0.2991
0.40129817, 0.10646223;0.4013, 0.1061
0.0016746194, 0.0049231867;3.0E-4, 0.0081
-0.40011984, 0.20026514;-0.4008, 0.1991
0.20355369, -0.20267603;0.2042, -0.2022
0.2013947, 0.30045342;0.2012, 0.3013
-0.2494292, 0.25034186;-0.2504, 0.2487
-0.3963717, 0.3989438;-0.3956, 0.3992
-0.40319058, 0.40469012;-0.4013, 0.4035
-0.3960196, 0.39351952;-0.395, 0.3939
-0.29892397, -0.2968954;-0.2981, -0.2982
-0.25315186, 0.24428187;-0.2538, 0.2425
-0.40023366, 0.19701515;-0.4009, 0.1956
-0.25270045, 0.25071624;-0.2532, 0.249
-0.25283858, 0.258472;-0.2546, 0.2579
0.40515867, 0.10556431;0.4047, 0.1052
-0.09840998, -0.10088113;-0.1, -0.1025
0.095315896, -0.29496545;0.0954, -0.2944
0.3973198, 0.09916968;0.3974, 0.0987
-0.40566, 0.39794883;-0.4031, 0.3984
0.20514746, -0.20151994;0.2054, -0.2012
-0.29685688, -0.3014106;-0.296, -0.3016
-0.39422017, 0.19945678;-0.3951, 0.1987
0.105570085, -0.29849544;0.1061, -0.298
-0.09292644, -0.09340327;-0.0948, -0.0952
-0.0020783732, -0.002418884;-0.0025, -5.0E-4
-0.29751587, -0.2955466;-0.2967, -0.2967
-0.4005401, 0.20448919;-0.4008, 0.2032
-0.40308657, 0.3962633;-0.4008, 0.3965
0.09506847, -0.30455276;0.0949, -0.304
0.39973402, 0.09941709;0.3991, 0.0987
0.20166454, 0.29804924;0.2015, 0.2991
0.0031717608, 2.0182764E-4;0.0022, 0.0022
-0.0025447458, -0.004695416;-0.0033, -0.0023
0.20054854, 0.30633914;0.2005, 0.307
0.4023208, 0.10197038;0.4023, 0.1017
-0.30079314, -0.3038566;-0.3008, -0.3041
-0.29823217, -0.30129007;-0.2974, -0.3015
-0.29988617, -0.3032253;-0.2993, -0.3032
-0.39704996, 0.40616408;-0.3963, 0.4042
-0.001732054, -0.006700841;-0.0022, -0.0045
0.1944325, -0.1978204;0.196, -0.1984
0.40125436, 0.09974675;0.4013, 0.099
-0.09707648, -0.10057826;-0.0989, -0.1023
0.0022485417, 0.0024034027;0.0012, 0.0044
-0.4021, 0.40261376;-0.4002, 0.4019
0.09436687, -0.29995084;0.0941, -0.2999
-0.4024762, 0.19454773;-0.4024, 0.1934
0.39786988, 0.09634921;0.3978, 0.0957
-0.09533062, -0.1016256;-0.0972, -0.1034
0.39915073, 0.098243564;0.3989, 0.0974
-0.2515387, 0.24595515;-0.2519, 0.2443
5.068143E-4, 0.0032652908;-7.0E-4, 0.0053
-0.4033169, 0.40007988;-0.401, 0.4
-0.10240106, -0.1011773;-0.1044, -0.1026
0.40160504, 0.09571759;0.4016, 0.0948
0.09719872, -0.303706;0.097, -0.3033
0.20082058, 0.29416344;0.201, 0.2955
-0.39612362, 0.2045767;-0.3971, 0.2034
0.39926204, 0.101007484;0.3988, 0.1005
0.39969864, 0.09809916;0.3993, 0.0973
-0.09805578, -0.10072255;-0.0997, -0.1024
0.1943865, -0.20089535;0.1959, -0.2019
-0.2503299, 0.24827223;-0.251, 0.2467
0.4038, 0.09480271;0.4036, 0.0938
-0.30041906, -0.29899794;-0.2997, -0.2997
0.19784461, -0.19386968;0.1992, -0.1945
0.19861653, -0.19860989;0.1998, -0.1993
0.0012072384, -0.0017257843;2.0E-4, -1.0E-4
-0.3993215, 0.20584087;-0.3994, 0.2042
-0.25042313, 0.2507409;-0.2511, 0.2491
0.19600154, 0.3050634;0.196, 0.3062
-0.10297575, -0.09532525;-0.1048, -0.0966
0.40441418, 0.10438461;0.4043, 0.1041
0.20042732, 0.3016606;0.2002, 0.3027
-0.401074, 0.1978677;-0.4015, 0.1963
-0.4004209, 0.20341162;-0.4008, 0.2022
0.003910041, -0.0053803036;0.0027, -0.003
-0.39954388, 0.39625767;-0.3985, 0.3966
-0.39717683, 0.40388367;-0.3963, 0.4027
0.10582232, -0.2989543;0.1064, -0.2985
0.20696948, -0.19578612;0.2065, -0.1962
-0.30422878, -0.30707097;-0.3047, -0.3073
-0.09662883, -0.102786064;-0.0988, -0.1048
-0.2523189, 0.246321;-0.2528, 0.2449
-0.40510166, 0.1995107;-0.4053, 0.1987
0.10081857, -0.30081588;0.101, -0.3008
-0.39821923, 0.39879718;-0.3971, 0.399
-0.39732635, 0.39988348;-0.3964, 0.3999
-0.29393122, -0.29768226;-0.2936, -0.299
-0.2978751, -0.29825917;-0.2971, -0.2991
-0.30004275, -0.29991442;-0.2995, -0.3005
-0.4028685, 0.39932585;-0.4005, 0.3994
-0.25237766, 0.24331143;-0.2531, 0.2416
0.40108603, 0.10268996;0.4009, 0.1027
0.39903927, 0.092988595;0.3993, 0.0921
0.197144, 0.3023589;0.1973, 0.3032
0.106850356, -0.30036685;0.108, -0.3008
-0.09654756, -0.10017531;-0.0983, -0.1017
-0.25909644, 0.24722688;-0.2596, 0.2459
-0.30248705, -0.29663238;-0.3027, -0.2974
0.20529434, 0.2956895;0.205, 0.2971
0.20143974, -0.20667586;0.2015, -0.2063
0.395607, 0.10266274;0.395, 0.1024
-0.4004586, 0.1980988;-0.401, 0.1964
-0.253318, 0.24795131;-0.2535, 0.2463
-0.40353602, 0.39794168;-0.4012, 0.3986
-0.29818746, -0.30005097;-0.2972, -0.3005
-0.4014797, 0.40231788;-0.3998, 0.4017
0.097529724, -0.30194178;0.0974, -0.3018
0.20174058, 0.29452646;0.202, 0.2957
0.10258474, -0.2956869;0.103, -0.295
9.178713E-4, -0.0012127447;0.0, 5.0E-4
0.100508146, -0.29493096;0.1008, -0.2944
-0.4068389, 0.39818323;-0.4039, 0.3988
0.20047325, 0.29803044;0.2004, 0.2991
-0.39288664, 0.19813092;-0.3936, 0.1974
0.09760905, -0.30101922;0.0976, -0.3011
-0.24742138, 0.24831648;-0.2489, 0.2471
-0.40191108, 0.19814384;-0.4021, 0.1967
-0.0019697794, -0.0012196812;-0.0027, 7.0E-4
-0.2982508, -0.2996906;-0.2974, -0.3003
-0.30324975, -0.29993913;-0.3032, -0.3006
-0.40720284, 0.20320888;-0.4072, 0.2018
-0.0031529209, -0.00231221;-0.0042, -4.0E-4
0.19926697, 0.30209956;0.1995, 0.303
-0.24635921, 0.24496523;-0.2476, 0.243
0.10080732, -0.29965144;0.101, -0.2993
0.40146568, 0.10066009;0.4015, 0.0999
0.19606239, -0.20123215;0.1974, -0.2022
-0.09694742, -0.10363483;-0.099, -0.1057
0.3955387, 0.098595105;0.3952, 0.0977
0.0067452188, -0.0020191306;0.0058, -1.0E-4
-0.2985477, -0.29844996;-0.2976, -0.2993
-0.39984986, 0.40445846;-0.3983, 0.4032
-0.25480416, 0.24865794;-0.2552, 0.2473
-0.29762283, -0.29968837;-0.2966, -0.3002
-0.09706435, -0.10410233;-0.0991, -0.1058
-0.3971729, 0.20009772;-0.3983, 0.1993
-0.24975441, 0.24856834;-0.2506, 0.2469
-0.25089946, 0.25015035;-0.2517, 0.2485
0.09999419, -0.30026504;0.1001, -0.3002
-0.09802246, -0.104852416;-0.0999, -0.1069
-0.30139378, -0.30141395;-0.3011, -0.3017
0.1996143, -0.19420713;0.2006, -0.1947
0.40323466, 0.10024223;0.4036, 0.0995
-0.09967985, -0.09891599;-0.1016, -0.1004
0.39621803, 0.10106139;0.3959, 0.1008
0.10535766, -0.30190971;0.1058, -0.3023
-0.3950199, 0.19818343;-0.396, 0.1973
-0.2995313, -0.29903218;-0.2987, -0.2996
-0.24215777, 0.25150993;-0.2433, 0.2494
-0.40098223, 0.39940003;-0.3994, 0.3995
0.09980649, -0.30144212;0.0999, -0.3017
0.2007684, -0.19944793;0.2015, -0.1998
-0.24983573, 0.25321513;-0.2507, 0.2519
-0.24670115, 0.25244758;-0.2486, 0.251
-0.39776018, 0.39696196;-0.397, 0.397
-0.0032219135, 0.0017198453;-0.0043, 0.0041
0.40195385, 0.105573274;0.4019, 0.1055
-0.30050159, -0.30704185;-0.3008, -0.3072
0.1982264, -0.20134774;0.1989, -0.2016
0.19941117, 0.3002189;0.1994, 0.3009
0.0052109133, -0.0066457177;0.0038, -0.0041
-0.39898583, 0.4058888;-0.3979, 0.4039
-0.24870397, 0.24694748;-0.2499, 0.2453
0.0050414307, 0.007050071;0.0041, 0.0091
-0.09969872, -0.09702624;-0.1015, -0.0983
-0.09895526, -0.09722428;-0.1011, -0.0987
-0.4040138, 0.20202167;-0.4045, 0.2009
-0.24494344, 0.2533479;-0.2465, 0.2517
-0.09888487, -0.09327954;-0.1014, -0.0951
0.09804435, -0.3023267;0.0979, -0.302
-0.24882355, 0.2539931;-0.2499, 0.2527
0.09972275, -0.2983984;0.0998, -0.2981
0.10020974, -0.29812753;0.1003, -0.2978
0.19660763, 0.29237208;0.1968, 0.2939
0.0022300635, 0.0018131234;0.0013, 0.0041
0.098564, -0.3024774;0.0987, -0.3021
-0.39840958, 0.39658734;-0.3974, 0.397
0.0027863113, -0.0018689013;0.0015, -2.0E-4
-0.30381468, -0.29744115;-0.3037, -0.2982
-0.39998025, 0.19891818;-0.4007, 0.1975
-0.40038496, 0.19895421;-0.401, 0.1976
0.19746965, -0.2020918;0.1981, -0.2026
-0.090355866, -0.100960106;-0.0926, -0.1023
0.40173453, 0.100492634;0.4017, 0.0999
0.20195483, 0.30827242;0.2022, 0.3093
-0.25080082, 0.25133333;-0.2514, 0.2496
0.19601656, -0.20195065;0.1971, -0.2027
0.19881913, 0.30595475;0.1988, 0.3064
-0.099464804, -0.09775952;-0.1014, -0.0993
0.39531475, 0.09479887;0.3946, 0.0936
0.10447773, -0.2980777;0.1049, -0.2977
-0.39928773, 0.40308785;-0.398, 0.4025
0.09902917, -0.29646322;0.0992, -0.2958
-0.097160146, -0.09696183;-0.0988, -0.0987
0.004033384, 5.762863E-4;0.0031, 0.0027
-0.24712287, 0.25229457;-0.2488, 0.2509
-0.40101543, 0.39816502;-0.3992, 0.3984
-0.301382, -0.30503768;-0.3016, -0.3052
-0.003058225, -0.0018149674;-0.004, 0.0
0.39872485, 0.10440842;0.3984, 0.1042
-0.3948049, 0.1977439;-0.3958, 0.1969
0.005171655, 0.0021353825;0.0039, 0.0045
0.19893993, 0.3067;0.1991, 0.3075
-0.30412275, -0.30317906;-0.3048, -0.3037
-0.4007253, 0.1995593;-0.4013, 0.1982
-0.40013564, 0.1986136;-0.4007, 0.1971
0.3946255, 0.10469524;0.3944, 0.1048
-0.008151465, 0.0025008293;-0.0098, 0.0054
0.004777438, 0.002453363;0.0035, 0.0048
-0.0033173396, 0.0013133007;-0.0042, 0.0036
0.0034471923, -8.6969027E-4;0.0023, 0.0011
0.19929269, 0.30059224;0.1993, 0.3013
0.19424465, -0.19669221;0.1959, -0.1976
-0.39888698, 0.20397836;-0.3994, 0.2029
0.19735622, 0.3001061;0.1976, 0.301
-0.40095863, 0.40233955;-0.3995, 0.4016
-0.39925745, 0.4014338;-0.3979, 0.4009
-0.29711634, -0.3021892;-0.2963, -0.3024
0.098325714, -0.30341688;0.0987, -0.3031
-0.10358747, -0.09830418;-0.1055, -0.1
-0.30056265, -0.29875588;-0.2997, -0.2996
0.09647671, -0.29468855;0.0965, -0.2937
0.09445879, -0.29719898;0.0941, -0.297
-0.40165085, 0.3984764;-0.3997, 0.3988
-0.10081526, -0.09709564;-0.1026, -0.0983
-0.29483697, -0.29835126;-0.2941, -0.2992
-0.39680332, 0.2056441;-0.3976, 0.2041
0.09721365, -0.29845676;0.097, -0.2981
-0.39859617, 0.19517976;-0.3997, 0.194
-0.4006158, 0.40123996;-0.3994, 0.401
-0.3002791, -0.30203977;-0.2999, -0.302
0.19856189, 0.29903367;0.1988, 0.2999
0.10198532, -0.3017995;0.1023, -0.3021
-0.24873184, 0.25076953;-0.25, 0.249
0.2012726, -0.19548224;0.2021, -0.1964
0.20426339, 0.30082107;0.2042, 0.3017
0.09939377, -0.30412465;0.0999, -0.3042
-0.09683689, -0.103216626;-0.0989, -0.1051
-0.4053269, 0.20479037;-0.4056, 0.2035
0.09760217, -0.2939783;0.0977, -0.2932
0.10267887, -0.2977215;0.103, -0.2972
0.09696562, -0.2957043;0.0971, -0.2952
-0.3977949, 0.4013351;-0.3967, 0.4012
-0.097387984, -0.10466483;-0.0995, -0.1065
0.19983236, -0.19909291;0.2006, -0.1995
0.20480551, -0.20200188;0.2049, -0.2017
0.3966763, 0.105022475;0.3963, 0.1047
-0.2514891, 0.25464484;-0.2526, 0.2538
-0.29780126, -0.30104673;-0.297, -0.3014
-0.3973411, 0.40056637;-0.3964, 0.4003
0.20302516, -0.20097338;0.2036, -0.2009
0.20453309, -0.1941696;0.2052, -0.1948
0.39542612, 0.10005834;0.3949, 0.0995
0.20081529, -0.19944364;0.2016, -0.1998
0.096594654, -0.30040118;0.0962, -0.3005
0.102654174, -0.30047655;0.103, -0.3004
0.20245266, -0.20349959;0.2029, -0.2032
-0.30051738, -0.2962552;-0.3001, -0.297
-1.6570886E-4, -0.0035213488;-0.0013, -0.0015
-0.10114933, -0.10565375;-0.1034, -0.1077
0.4021701, 0.09939211;0.4023, 0.0987
0.006724129, 0.0011010267;0.0061, 0.0031
0.0018081262, 0.003403886;8.0E-4, 0.0055
0.0051152855, -0.0034070222;0.004, -0.0017
0.009360754, 0.0037788353;0.008, 0.0055
0.103553526, -0.3022216;0.1039, -0.3024
-0.40436128, 0.39720076;-0.4021, 0.3976
-0.2571575, 0.24847738;-0.2579, 0.2471
-0.40027916, 0.19851884;-0.4008, 0.1971
0.40320864, 0.10060376;0.4034, 0.0997
-0.09483268, -0.10066469;-0.0967, -0.1023
-0.40224227, 0.19723149;-0.4022, 0.1959
0.19749811, 0.29844013;0.1978, 0.2993
0.106237724, -0.3012471;0.1074, -0.3016
0.20186876, -0.1973834;0.2026, -0.1981
0.20716894, -0.19892593;0.2068, -0.1992
0.20601365, -0.20107049;0.2059, -0.2009
0.40169984, 0.097873785;0.4017, 0.0967
0.1998714, 0.29775253;0.1996, 0.2986
0.39886233, 0.10095976;0.3982, 0.1005
-0.24791875, 0.25108978;-0.2494, 0.2493
0.19796428, -0.20503274;0.1982, -0.2052
0.20550223, 0.29853293;0.2054, 0.2996
-0.29852068, -0.30083087;-0.2976, -0.3011
-0.0987385, -0.09970638;-0.1006, -0.101
-0.40072626, 0.4055203;-0.3991, 0.4039
-0.4012142, 0.19891573;-0.4017, 0.1976
-0.09849551, -0.10127621;-0.1001, -0.1031
0.1951407, -0.19879198;0.1967, -0.1995
0.19755061, -0.20100847;0.1987, -0.2016
0.20508575, 0.29859102;0.2049, 0.2995
0.19529232, 0.2904649;0.1955, 0.2918
-0.24965754, 0.25390247;-0.2506, 0.2525
0.19747196, -0.19424187;0.1987, -0.1947
0.0032235102, 0.0013572047;0.0023, 0.0036
0.39136067, 0.097198054;0.3905, 0.0961
-0.10257115, -0.10444734;-0.1045, -0.1068
0.3992176, 0.10226649;0.3987, 0.1017
-0.4016289, 0.4062546;-0.4001, 0.4045
0.20031145, 0.299833;0.2001, 0.3004
-0.39867142, 0.19984488;-0.3993, 0.1986
0.09639752, -0.29358384;0.0965, -0.2929
-0.24720807, 0.24745369;-0.2484, 0.2458
-0.25401855, 0.25537997;-0.2553, 0.2551
-0.40076113, 0.1983339;-0.4015, 0.1969
0.20720802, 0.30058232;0.2078, 0.3017
0.20107438, 0.30126747;0.201, 0.3021
-0.400804, 0.20272861;-0.4013, 0.2017
-0.40464824, 0.2015537;-0.405, 0.2004
-0.0010655645, 0.0022466804;-0.0022, 0.0044
0.0974937, -0.2958873;0.0976, -0.2953
-0.09991462, -0.10375059;-0.1019, -0.1057
0.20091395, -0.20077516;0.2015, -0.2009
-0.40315914, 0.39813307;-0.4009, 0.3986
0.20310313, -0.2017292;0.2038, -0.2015
0.4003398, 0.09871611;0.4001, 0.0976
-0.09720426, -0.10425633;-0.0994, -0.1061
-0.40036702, 0.3995729;-0.3989, 0.3996
-0.39737332, 0.20012537;-0.3985, 0.1991
-0.0062373653, 0.0037755813;-0.0075, 0.0067
-0.3953601, 0.19859487;-0.3962, 0.1976
0.09828939, -0.30481207;0.0987, -0.305
0.09935702, -0.29972744;0.0995, -0.2995
0.10078088, -0.30145556;0.1009, -0.3018
-0.099614576, -0.09901204;-0.1015, -0.1004
0.39859954, 0.096373826;0.3986, 0.0957
0.095774174, -0.3057643;0.0959, -0.3055
0.09586347, -0.29802117;0.0958, -0.2976
-0.40126243, 0.19823284;-0.4017, 0.1966
-0.40279377, 0.399438;-0.4005, 0.3995
0.09850506, -0.2982254;0.0985, -0.298
0.20033988, -0.19657375;0.2012, -0.1973
0.0040253126, -0.0024671496;0.003, -7.0E-4
0.09772799, -0.29940873;0.0978, -0.299
0.20023128, -0.2067491;0.2003, -0.2066
-0.30101144, -0.29873288;-0.3008, -0.2996
-0.24955058, 0.24950796;-0.2506, 0.2479
-0.24741383, 0.25421277;-0.2492, 0.253
-0.25019923, 0.2506423;-0.251, 0.2491
0.100789085, -0.30161536;0.101, -0.3019
-0.10909056, -0.098609015;-0.1109, -0.1006
-0.2519605, 0.25017375;-0.2523, 0.2485
0.19455, -0.19804221;0.1961, -0.1988
-0.40215203, 0.20237888;-0.4024, 0.2012
-0.09933567, -0.10173496;-0.1014, -0.1035
0.20392333, -0.1981948;0.2043, -0.1988
-0.103744775, -0.10342948;-0.1058, -0.1054
0.098778725, -0.30097198;0.0988, -0.3011
-0.2490584, 0.25272188;-0.2499, 0.2513
-0.39449152, 0.40235686;-0.394, 0.4014
-0.40196612, 0.20105995;-0.4024, 0.1999
0.19388613, 0.29497674;0.1946, 0.2963
-0.25037223, 0.24690063;-0.2512, 0.2457
0.09756703, -0.29782045;0.0974, -0.2972
-0.2926185, -0.30581102;-0.2921, -0.3052
0.103735216, -0.29776883;0.1041, -0.2974
-0.4011611, 0.19728933;-0.4015, 0.1957
-0.30061957, -0.29377502;-0.3001, -0.2945
-0.30198112, -0.29577795;-0.3021, -0.2967
-0.24464245, 0.25181392;-0.2462, 0.2501
-0.0022553336, -0.007123112;-0.0033, -0.0048
0.19986895, 0.3014298;0.1997, 0.3023
-0.30794898, -0.29992336;-0.3082, -0.3009
0.39419526, 0.10431738;0.3939, 0.1039
-0.40057686, 0.19893166;-0.4012, 0.1977
0.20042916, 0.29959464;0.2002, 0.3002
0.39932978, 0.10426328;0.3992, 0.1041
-0.40089044, 0.39656785;-0.399, 0.397
0.09890375, -0.29859042;0.099, -0.2983
-0.24610281, 0.24830557;-0.2475, 0.2465
-0.24858731, 0.24715504;-0.2498, 0.2456
-0.2958124, -0.29930323;-0.295, -0.3001
-0.30004752, -0.301094;-0.2999, -0.3014
-0.40119573, 0.19871418;-0.4016, 0.1974
-0.1006943, -0.09901454;-0.1026, -0.1007
0.40218797, 0.102134034;0.4022, 0.1019
-0.40252507, 0.20055674;-0.4028, 0.1993
0.1964681, -0.19733922;0.1979, -0.1979
0.2017932, 0.29994878;0.2019, 0.3006
-0.4013687, 0.40130636;-0.3997, 0.4012
-0.2941287, -0.300352;-0.2939, -0.3007
-0.30018198, -0.29792768;-0.2993, -0.299
-0.40057567, 0.40360916;-0.3992, 0.4025
0.0023785117, -0.004291974;0.0012, -0.0024
0.19539537, 0.29794863;0.196, 0.2988
0.39929444, 0.09467431;0.3993, 0.0937
0.007181037, -0.0038755862;0.0063, -0.0018
-0.39628854, 0.3986564;-0.3956, 0.399
-0.25137052, 0.24963231;-0.252, 0.2482
0.39905736, 0.09755383;0.3989, 0.0969
-0.0031036057, 0.0034991945;-0.0045, 0.006
0.39730337, 0.103263594;0.397, 0.103
0.39854163, 0.1063251;0.3984, 0.1063
-0.102546975, -0.10203519;-0.1046, -0.1039
-0.39871314, 0.39578873;-0.3975, 0.3964
-0.0021663727, -0.001061768;-0.0028, 7.0E-4
-0.25053275, 0.24943258;-0.2512, 0.2478
-0.4053933, 0.20573328;-0.4054, 0.2041
0.20597161, -0.19898425;0.2061, -0.1991
0.003834896, -0.0010376254;0.0028, 0.001
0.20457572, -0.19946444;0.2049, -0.1996
-0.2512731, 0.25142568;-0.2517, 0.2497
0.0039016677, -0.0046202065;0.0026, -0.0025
-0.09927806, -0.09479397;-0.1019, -0.0964
-0.39891762, 0.20013377;-0.3994, 0.199
-0.30086148, -0.29936025;-0.3004, -0.3002
-0.40093562, 0.40022603;-0.3995, 0.4002
0.39902478, 0.093679026;0.3993, 0.0929
0.40014789, 0.10273206;0.4, 0.1024
-9.84774E-4, 0.0059197415;-0.0022, 0.009
0.2042097, -0.20155923;0.2046, -0.2014
-0.10368803, -0.10349225;-0.1058, -0.1054
0.20561321, 0.29697114;0.2052, 0.2981
-2.8436322E-4, -0.0014376324;-0.0015, 1.0E-4
-0.39897418, 0.39625257;-0.3978, 0.3967
0.1957222, 0.29978308;0.1963, 0.3008
0.40024456, 0.098339416;0.3998, 0.0973
0.19666894, -0.20275143;0.1976, -0.2032
-0.3990565, 0.2035658;-0.3997, 0.2025
0.40142196, 0.10078473;0.4015, 0.1
-0.39380327, 0.39940724;-0.3928, 0.399
-0.0013488977, 0.0056680613;-0.0025, 0.0087
-0.39885107, 0.19799839;-0.3997, 0.1967
-0.25129306, 0.248267;-0.2519, 0.2466
0.19863518, 0.29820424;0.1988, 0.2991
-0.10226092, -0.10356656;-0.1042, -0.1057
-0.10113252, -0.09906469;-0.1029, -0.1008
